State,Account length,Area code,International plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
ID,151,415,0,0,194.8,106,292.7,103,224.6,82,5.5,3,0
NC,129,415,0,0,54.7,131,256.1,105,176.6,135,11.1,4,1
VA,107,510,0,27,283.4,104,224.1,152,241.3,63,14.4,7,2
MT,137,408,1,0,258.0,112,246.5,117,173.2,100,10.9,3,0
MI,76,510,0,0,90.5,142,211.7,75,194.9,76,9.3,2,1
HI,24,415,0,0,235.6,132,115.9,129,185.4,136,16.2,2,0
NC,169,408,0,0,142.5,82,231.4,110,131.2,67,10.0,4,2
MN,30,408,0,0,54.0,68,179.3,96,247.2,101,10.2,8,1
WV,70,415,0,0,214.8,87,131.0,114,216.9,104,9.4,3,3
SD,52,510,1,0,251.4,118,196.6,80,192.0,53,11.0,2,0
HI,3,408,0,0,139.0,99,250.7,108,286.2,87,6.1,3,4
MS,38,415,0,0,117.3,114,208.7,105,203.4,98,14.4,2,2
NY,104,415,0,0,264.0,108,132.2,75,177.7,91,10.6,8,3
LA,27,408,0,0,82.6,105,204.0,99,224.2,122,9.1,4,1
MA,13,408,0,0,220.4,100,211.2,79,259.3,112,13.6,8,2
AK,52,408,0,0,217.0,104,152.3,83,134.3,109,11.8,4,2
SD,114,415,0,25,129.0,77,290.0,110,177.1,110,11.6,5,1
CO,156,408,0,0,150.5,106,152.9,112,215.9,86,3.5,3,1
WV,62,415,0,0,189.5,122,103.8,95,180.6,106,10.8,5,2
ME,52,510,0,0,129.3,80,142.7,101,258.3,89,12.3,4,3
NH,146,510,0,0,115.6,77,213.6,100,218.4,72,10.7,6,1
RI,120,415,0,23,221.9,114,254.7,84,250.5,117,7.2,5,2
WI,90,408,0,0,61.3,91,194.4,94,143.1,80,11.4,9,1
NM,147,408,1,0,183.8,113,164.7,110,111.0,87,10.1,4,1
WY,159,415,0,0,167.4,68,143.8,74,140.1,111,10.3,3,0
IL,74,510,0,27,154.1,122,195.3,150,276.7,86,13.2,2,4
MI,87,415,0,0,198.3,80,187.0,89,133.5,96,16.6,4,2
VA,99,510,0,0,128.3,78,215.3,120,143.7,140,14.3,9,2
SD,131,510,0,0,187.9,110,200.5,101,202.6,125,10.2,11,2
AL,89,510,0,0,129.2,71,214.1,68,214.9,100,10.3,4,5
MS,123,415,1,0,125.5,106,128.9,96,251.9,129,6.3,6,4
MS,130,510,0,26,257.2,108,224.3,122,204.0,118,12.6,4,1
HI,99,415,0,0,124.6,90,146.4,70,169.4,95,10.5,6,1
WV,36,408,0,0,175.1,144,216.9,69,243.7,146,9.9,3,1
WV,87,415,0,0,124.3,91,173.4,105,256.3,109,7.5,5,3
WV,139,415,0,0,271.6,130,156.0,131,136.3,108,11.6,9,2
IN,189,510,0,0,219.9,80,143.3,117,130.6,69,11.7,7,1
NM,96,415,0,33,183.3,115,201.4,87,177.4,84,10.4,15,3
DE,112,408,0,0,101.1,119,214.4,67,179.5,112,10.3,5,2
NJ,108,415,0,41,171.6,110,136.1,78,183.4,103,10.8,7,0
RI,121,510,0,20,211.9,110,215.1,120,238.5,107,9.4,2,0
SD,116,415,0,0,63.7,101,195.8,95,210.1,87,10.0,6,1
NH,161,415,0,0,173.4,100,213.7,74,141.5,69,11.5,4,1
AL,19,415,1,0,237.7,98,207.1,121,182.2,95,4.5,4,0
ID,119,415,1,32,173.0,101,209.4,93,231.1,91,12.2,4,0
MD,125,415,0,0,224.9,102,143.8,87,198.9,105,8.0,2,0
IN,156,510,0,0,237.7,122,181.5,91,185.7,151,7.7,4,1
WY,109,415,0,0,137.0,128,217.0,116,182.1,86,10.0,5,2
NH,95,510,0,0,142.5,109,176.1,107,189.6,88,8.2,3,2
MN,90,408,0,0,142.4,126,126.2,118,274.2,71,4.6,4,1
MA,105,415,0,21,147.0,112,197.3,43,267.4,93,8.7,3,2
NH,101,510,0,0,220.3,124,188.6,101,278.4,98,10.6,4,1
MN,95,415,0,0,149.2,96,260.7,116,201.0,120,8.1,2,1
IA,123,415,0,0,204.4,88,137.5,111,226.0,100,10.0,4,0
AL,141,510,0,28,308.0,123,247.8,128,152.9,103,7.4,3,1
CA,75,415,0,19,210.3,90,241.8,87,215.7,102,13.1,3,4
MA,126,408,0,24,58.9,125,305.5,90,158.9,73,12.1,6,0
FL,153,415,0,0,228.9,102,160.7,136,203.1,109,12.5,2,0
NH,97,408,0,32,90.0,87,276.3,113,185.2,107,8.6,6,2
IN,115,408,0,0,146.7,128,106.2,74,197.7,104,11.1,4,2
MA,17,415,1,0,162.8,118,229.6,91,332.7,94,13.6,3,0
NH,105,415,0,20,186.9,114,256.3,91,334.7,104,8.9,2,1
TX,121,415,0,0,86.1,100,259.8,113,148.0,79,9.1,9,2
NC,125,408,0,0,212.3,89,215.4,127,186.8,73,11.3,2,2
CT,124,415,0,0,151.0,98,120.6,119,152.8,81,9.2,2,2
LA,123,510,0,32,212.3,77,251.5,78,208.7,85,6.6,2,3
NV,124,415,0,0,234.4,61,179.3,111,285.5,117,10.4,6,3
WV,133,510,0,0,176.8,92,187.5,97,196.8,88,6.5,3,2
SC,1,415,0,26,146.6,68,172.8,67,173.8,113,10.0,2,1
KS,107,415,0,0,260.5,108,102.4,110,129.7,148,9.8,5,1
NY,91,415,0,20,146.1,98,277.4,104,137.7,100,6.2,3,1
MI,178,408,1,0,124.5,134,141.2,78,268.2,113,11.4,2,2
MA,123,415,0,0,209.4,49,237.4,117,239.2,98,9.8,11,1
UT,170,415,0,0,285.7,44,167.5,144,260.0,97,8.7,4,1
HI,135,415,0,0,190.9,44,161.4,109,231.9,100,8.4,2,1
OR,134,415,0,50,208.8,130,132.9,104,136.7,107,11.1,4,2
CT,93,415,0,0,271.1,101,237.4,133,145.4,103,8.4,6,1
AZ,138,415,0,0,240.8,104,144.5,92,125.7,98,11.6,1,0
OR,159,510,0,0,114.8,98,192.6,101,259.0,108,12.2,5,0
DE,103,415,0,34,138.8,80,142.0,108,183.8,77,11.8,7,1
MA,150,408,0,27,209.8,112,155.0,80,251.5,111,7.2,6,0
CT,37,408,0,0,134.9,98,248.4,130,236.2,113,14.7,2,3
AR,33,415,1,0,164.0,99,153.1,102,123.8,104,6.4,4,0
SD,55,415,0,0,245.5,130,192.7,54,141.7,83,9.1,4,1
CT,107,408,0,0,90.7,90,207.5,109,169.4,96,5.6,5,2
MS,78,408,0,0,108.6,108,209.9,126,222.6,117,7.9,5,1
MT,85,408,0,17,89.8,88,233.2,75,165.7,116,9.3,7,4
AK,61,415,0,15,252.4,106,187.8,69,259.6,137,10.0,3,2
DE,97,415,0,32,183.4,94,269.1,120,203.5,38,6.7,4,5
OH,136,408,1,0,183.4,103,141.9,113,200.4,122,10.4,9,2
MN,135,408,0,0,155.2,100,135.9,84,184.6,82,3.8,9,3
CA,87,415,0,19,165.8,122,186.9,89,249.7,78,0.0,0,1
NV,148,415,0,0,279.3,104,201.6,87,280.8,99,7.9,2,2
SC,99,415,0,0,174.1,102,99.1,118,211.6,126,7.7,2,2
WV,123,415,0,0,175.7,78,184.6,96,156.9,92,9.1,2,2
NM,127,415,1,0,256.5,87,222.1,101,156.7,122,13.0,3,1
WY,151,415,0,0,170.2,89,187.5,83,119.5,100,4.3,3,0
CA,185,408,0,0,139.6,92,250.2,115,158.1,79,10.8,4,1
WY,58,510,0,0,210.1,126,248.9,108,158.6,88,14.4,2,4
MA,58,408,0,0,174.4,112,265.8,122,182.4,87,0.0,0,4
UT,108,415,0,0,210.6,117,164.2,103,201.4,68,9.4,5,0
MN,132,510,0,0,121.5,88,253.0,124,195.7,120,10.7,4,1
NE,80,415,0,0,127.8,67,181.6,112,197.3,63,15.9,2,2
KY,110,510,0,0,99.4,62,275.0,86,212.1,94,16.7,3,2
NY,168,408,0,0,163.4,134,240.1,87,164.0,147,11.6,2,2
CO,125,408,0,23,120.5,104,227.8,115,158.5,100,10.2,3,1
DC,170,510,0,0,184.1,106,204.9,70,224.3,133,9.8,3,2
AK,71,510,0,0,185.0,84,232.5,129,191.1,82,14.9,4,3
SC,124,415,0,0,160.9,109,144.2,152,120.4,97,12.9,12,1
KS,68,415,0,0,207.6,68,251.6,123,191.6,100,10.9,6,2
UT,97,415,0,0,209.2,134,0.0,0,175.4,94,11.8,6,1
IL,98,510,1,0,158.4,71,306.6,66,144.2,93,2.1,4,1
DC,24,408,0,0,149.0,73,131.0,81,238.6,69,8.6,3,2
DC,136,510,0,0,204.5,63,208.8,95,224.0,119,9.8,2,0
OK,44,408,0,0,288.8,86,175.9,87,215.4,106,9.5,2,0
KY,96,415,0,40,108.6,90,206.4,154,126.3,118,13.4,4,0
HI,24,415,0,0,156.2,104,90.0,101,205.1,116,7.3,5,1
SC,112,415,0,31,225.2,89,256.8,117,249.7,87,11.5,1,4
GA,117,415,1,0,287.4,118,259.6,84,153.2,86,10.0,3,1
KS,137,415,0,19,175.3,96,241.3,146,211.4,109,7.8,2,0
UT,95,415,0,0,157.9,103,259.6,90,230.0,117,14.0,2,0
ND,145,415,0,0,245.8,116,286.7,91,240.7,115,9.0,13,1
KY,56,415,1,0,177.7,114,215.6,110,236.7,67,10.5,5,1
OH,133,408,0,0,117.8,100,199.2,105,244.1,119,11.8,4,0
TX,53,415,0,0,119.7,113,189.7,84,256.2,108,12.9,7,2
WY,123,415,0,0,242.2,87,226.1,101,268.6,121,8.2,3,5
WV,62,408,0,0,128.7,111,169.5,104,193.6,97,10.3,5,1
MI,55,415,0,20,207.7,91,199.7,113,216.5,110,7.3,1,1
NY,125,415,0,0,233.3,65,209.8,93,210.6,109,9.1,4,1
TX,1,415,0,0,182.1,106,134.9,106,152.3,75,10.0,3,5
KY,98,415,0,36,168.0,81,163.2,125,172.7,120,8.0,2,6
SD,105,415,0,0,251.6,88,175.1,103,184.4,112,5.4,5,1
OR,99,408,0,0,256.4,44,214.5,105,233.7,75,7.9,1,3
WV,177,408,0,0,227.8,81,161.8,97,217.0,106,8.0,5,1
CT,160,415,0,0,234.9,136,270.8,134,219.3,101,13.9,2,1
ND,90,415,0,22,124.5,94,231.7,90,222.2,108,6.4,12,1
MI,148,415,1,0,233.5,81,187.7,71,122.3,97,9.6,2,0
MT,147,415,0,35,197.3,134,141.1,99,212.1,90,10.1,4,2
WV,80,415,0,0,151.5,89,131.7,78,235.3,131,11.8,4,0
AR,122,415,1,0,146.3,117,218.7,93,236.0,97,11.5,5,1
MT,132,408,0,0,195.1,100,148.8,95,224.5,117,6.7,2,0
UT,83,510,0,0,208.9,71,214.8,92,247.9,108,13.0,5,1
HI,99,408,0,0,135.7,107,208.4,103,209.0,95,8.8,3,7
KS,84,415,0,0,225.9,86,275.6,105,201.4,108,14.3,3,3
NY,46,415,0,0,122.2,67,167.2,62,194.8,98,9.7,6,1
OH,87,510,0,0,153.3,106,224.5,117,273.4,152,8.9,5,2
KS,73,408,0,0,194.8,112,167.2,85,100.3,61,10.8,6,1
IN,7,415,0,0,206.7,87,281.1,83,158.5,77,11.0,5,3
OR,89,415,0,12,188.0,105,151.3,107,201.9,132,10.5,3,2
NY,131,408,1,0,122.3,83,118.8,94,147.9,95,13.7,3,3
VA,105,415,0,0,259.3,96,175.2,97,222.4,36,12.0,5,3
ID,47,415,0,28,172.9,109,137.6,94,203.8,109,8.3,6,1
OR,161,408,0,0,196.6,73,170.2,79,194.3,79,12.5,3,1
AZ,69,415,0,31,194.9,63,191.6,90,153.0,129,13.2,2,2
PA,87,408,0,30,262.8,114,215.8,130,154.8,88,7.8,2,0
CO,71,415,0,0,211.2,70,252.7,122,225.8,104,12.3,3,0
KY,76,415,0,0,204.0,69,225.1,110,240.3,85,9.6,5,1
NJ,87,510,0,0,223.2,109,127.5,86,289.3,83,14.5,4,3
IL,117,408,0,0,119.0,82,187.5,108,189.3,97,11.5,3,1
WA,177,415,0,0,266.1,91,225.2,79,224.7,58,8.9,8,3
WV,95,415,0,0,134.4,104,152.4,95,236.5,80,9.4,3,1
OH,66,415,0,0,170.5,103,254.3,77,197.3,138,10.5,2,2
MO,110,415,0,0,178.5,124,146.9,141,217.1,102,9.9,7,1
VA,133,408,0,39,239.9,107,253.8,77,128.7,85,6.7,3,5
FL,185,408,0,0,55.6,97,288.7,83,111.2,110,12.1,3,2
NY,91,510,0,0,109.8,100,189.6,104,206.7,85,11.1,3,1
WV,131,415,0,0,196.1,89,185.5,87,250.0,132,5.2,6,2
LA,153,510,0,0,166.8,127,143.5,121,210.7,130,11.8,4,0
MA,132,415,0,25,113.2,96,269.9,107,229.1,87,7.1,7,2
AL,141,408,0,0,242.8,90,234.1,80,211.5,104,6.0,3,5
ME,105,415,0,0,156.5,102,140.2,134,227.4,111,12.2,2,2
TX,169,408,0,0,266.7,105,158.2,88,287.7,111,13.8,3,3
ND,127,415,0,23,182.0,80,216.1,85,156.9,82,9.8,4,1
LA,123,415,0,33,146.6,87,114.8,59,220.4,99,2.9,7,0
MT,103,510,0,35,110.5,101,208.3,81,87.4,77,13.9,2,4
OR,101,415,0,0,118.6,89,199.6,97,53.3,61,11.5,5,1
NH,123,415,0,22,197.6,105,80.0,86,120.8,82,15.6,12,2
NE,78,510,0,32,210.3,116,192.2,83,246.1,92,10.8,4,6
WV,101,415,0,28,220.3,96,285.8,72,203.0,111,9.4,6,4
NV,129,415,0,0,150.0,98,232.4,101,261.2,123,12.5,6,1
MA,67,415,0,34,161.7,114,207.6,115,205.7,114,9.2,4,0
MI,37,415,0,0,191.4,116,167.4,99,216.5,112,14.0,5,3
WV,173,510,0,0,109.4,103,101.3,111,167.3,106,7.8,7,1
KY,135,510,0,0,144.1,115,249.8,68,211.4,82,13.6,3,1
NJ,75,415,0,42,248.9,93,170.8,108,104.5,91,11.2,8,1
ME,88,415,0,0,85.7,112,221.6,70,190.6,75,11.6,3,4
TX,112,415,0,0,214.8,112,209.7,104,164.4,97,9.4,5,3
MN,113,408,0,0,158.9,137,242.8,109,247.8,97,6.5,4,0
VA,121,510,0,28,110.0,94,141.5,76,237.3,87,6.4,3,2
MD,90,415,0,0,145.6,103,197.1,137,294.5,83,10.5,4,0
RI,39,408,0,0,93.3,83,199.6,114,206.2,104,6.5,4,0
MD,176,408,0,0,201.9,101,154.7,78,164.4,79,9.0,2,1
NM,105,408,0,0,146.4,81,225.1,80,230.1,117,8.5,2,1
MN,57,415,0,0,272.7,74,224.9,85,178.2,104,10.5,3,2
MI,110,510,0,0,18.9,92,258.4,81,109.6,74,14.8,4,1
AL,95,408,0,0,190.2,119,157.1,70,181.5,120,14.0,6,0
MI,147,415,0,0,130.6,83,208.1,144,204.6,72,15.6,3,3
SC,101,415,0,0,158.4,92,188.0,117,219.7,125,13.5,4,4
MS,115,415,0,0,166.5,111,236.2,98,205.6,92,15.6,2,1
MS,103,415,0,0,129.3,103,202.8,89,233.0,126,12.9,2,2
CA,82,415,0,0,199.3,112,193.4,120,254.4,117,7.0,10,0
MD,141,415,0,0,185.1,126,233.0,98,152.2,106,9.1,7,0
ND,149,408,0,0,175.4,80,197.4,127,188.2,102,9.7,2,2
SD,119,510,0,0,94.2,108,264.1,100,203.7,79,7.3,3,1
AL,112,510,0,0,189.4,83,219.0,89,168.0,116,7.1,8,3
NV,116,510,0,35,118.0,103,167.2,106,205.7,102,11.8,2,2
LA,94,415,0,0,212.1,98,189.4,89,352.2,95,8.4,5,3
VA,90,408,0,0,222.0,93,187.0,103,282.3,124,12.4,6,2
DE,114,415,0,31,222.8,98,180.5,105,151.3,101,13.0,4,0
CT,63,408,0,25,190.0,137,116.6,76,141.5,110,12.2,2,1
MA,122,408,0,29,195.4,83,268.2,93,168.0,95,8.4,6,3
WA,62,415,0,0,100.0,98,173.5,95,218.0,122,10.1,4,0
SC,78,415,0,21,160.6,85,223.1,79,124.0,92,9.5,1,2
IN,148,415,0,26,158.7,91,160.5,127,218.3,88,9.9,3,1
MD,154,510,0,0,154.5,122,214.2,71,178.0,105,12.0,2,3
NV,110,408,0,34,192.3,114,129.3,114,136.3,102,6.3,12,1
TX,75,415,0,0,305.1,106,188.0,115,235.4,116,8.5,5,0
ND,84,408,0,38,193.0,106,153.6,106,260.4,87,7.4,5,2
WV,113,510,0,0,72.5,88,204.0,112,117.9,118,6.6,3,1
CO,181,510,0,40,105.2,61,341.3,79,165.7,97,6.3,3,2
TX,51,415,0,0,180.5,88,134.7,102,170.7,97,10.0,3,2
FL,102,408,0,29,214.7,86,314.3,109,280.2,110,14.3,2,0
AL,107,408,0,0,86.8,95,108.1,85,204.3,87,13.2,3,1
WV,88,510,0,0,131.5,99,174.8,128,184.2,83,7.9,2,5
MI,82,415,0,0,135.4,102,237.1,122,118.3,91,17.5,4,0
NY,204,415,0,0,174.3,85,254.1,95,176.4,96,5.9,3,6
MO,174,510,0,0,235.5,108,142.3,143,316.7,131,12.5,5,0
AR,129,415,0,0,157.0,113,256.9,97,185.5,126,12.1,2,2
MS,190,415,1,0,111.9,55,223.0,124,243.2,81,10.0,7,3
NY,54,510,1,0,236.3,91,152.8,130,160.3,98,11.2,8,3
SD,78,408,0,0,163.6,88,283.4,93,262.1,108,8.6,9,0
AK,100,415,0,29,213.6,127,175.9,82,207.2,100,8.9,3,1
WV,70,510,0,30,143.4,72,170.0,92,127.9,68,9.4,4,3
VA,117,408,0,0,97.1,98,228.0,131,240.0,111,10.6,3,1
MS,68,415,0,0,94.1,93,147.6,80,213.5,85,10.1,2,0
SD,27,510,0,0,226.3,95,274.3,109,242.7,119,8.2,3,2
MN,91,415,0,0,133.8,61,158.8,96,189.6,92,10.5,2,1
AL,181,415,0,27,190.3,93,249.0,127,215.7,82,10.6,4,1
CO,118,415,0,36,294.9,106,165.7,115,189.2,63,9.8,5,3
ME,112,415,0,0,185.4,114,191.4,119,144.0,78,10.0,11,2
GA,93,415,0,0,179.5,121,191.9,131,165.5,125,12.0,4,0
AZ,102,408,0,0,158.0,94,207.9,100,190.4,120,10.1,10,0
MA,93,415,0,0,173.0,131,190.4,108,290.0,66,10.4,2,0
AZ,107,415,0,32,134.2,101,211.9,145,167.6,138,8.2,5,1
DE,115,415,0,0,195.9,111,227.0,108,313.2,113,13.2,1,2
WI,63,510,0,13,214.2,61,181.2,88,174.0,68,10.3,2,0
DC,119,408,0,26,132.0,100,173.3,121,203.5,108,11.6,5,1
GA,73,408,0,0,157.6,92,198.3,87,364.9,106,9.1,4,1
HI,98,408,0,30,110.3,71,182.4,108,183.8,88,11.0,8,2
VA,139,415,1,0,161.5,121,192.9,137,168.3,96,11.2,13,0
NY,31,408,0,28,171.8,116,240.7,125,245.5,80,10.6,7,1
PA,129,510,0,32,211.0,99,155.1,89,234.8,96,11.4,5,1
AR,115,415,0,0,139.3,89,192.3,95,151.0,75,9.3,3,7
HI,108,415,0,0,291.6,99,221.1,93,229.2,110,14.0,9,2
WV,102,408,0,0,234.8,125,199.2,99,163.2,88,10.0,1,4
OK,149,408,0,0,187.6,83,201.4,81,264.2,79,8.8,1,1
ND,131,408,0,33,177.1,100,194.0,85,253.4,124,5.2,5,1
MO,83,408,0,0,117.9,101,160.4,92,235.3,150,11.4,10,0
AR,96,415,0,21,247.6,95,256.3,150,158.6,72,10.8,6,2
GA,98,408,0,0,169.9,77,138.3,155,142.6,105,8.5,7,1
TN,3,415,0,0,185.0,120,203.7,129,170.5,89,14.1,3,3
MA,77,408,0,17,204.9,84,201.0,102,219.7,97,11.3,5,0
ND,75,408,0,24,225.5,119,182.0,108,270.9,106,9.4,2,3
IA,40,510,0,0,169.7,115,141.4,123,253.0,115,10.5,3,4
AL,16,415,0,0,161.9,100,230.1,138,148.8,78,10.2,11,3
NY,115,510,0,16,133.3,110,185.7,111,161.5,113,5.6,4,2
PA,108,510,0,25,170.7,88,109.9,113,165.7,99,8.7,1,3
VT,107,510,0,0,189.7,76,156.1,65,244.0,91,8.3,3,5
NC,161,415,0,0,322.3,100,230.4,135,241.5,104,7.8,5,2
CT,147,415,0,0,124.4,74,320.9,78,157.2,126,10.4,4,2
MO,107,415,0,0,146.9,94,114.3,111,114.5,97,11.4,5,3
AK,58,510,0,0,131.9,96,167.6,107,205.9,106,14.7,5,3
LA,91,408,0,0,147.2,121,175.2,87,136.3,80,13.3,3,2
AL,13,415,0,0,143.1,139,239.6,88,221.7,123,7.1,5,2
MA,93,415,0,31,237.2,85,213.1,100,192.7,87,10.7,4,1
DE,95,510,0,0,184.2,95,181.6,101,143.4,113,12.8,4,2
SC,104,415,0,0,109.1,141,187.1,140,216.6,100,10.0,4,3
NH,35,408,0,0,138.1,115,158.2,82,215.7,118,10.3,2,5
LA,62,415,0,0,186.8,94,207.6,92,195.0,98,8.8,4,3
MS,143,510,0,0,155.4,112,290.9,92,228.4,91,13.9,5,1
WA,60,415,1,0,205.9,97,277.4,117,202.0,139,11.0,2,0
SC,41,510,0,0,207.2,138,214.1,83,193.0,105,11.9,4,1
ME,56,408,0,0,221.9,112,278.2,122,288.1,85,7.1,5,0
AZ,94,415,0,0,220.8,111,156.2,67,187.9,89,10.5,4,2
CT,73,415,0,47,173.7,117,204.0,114,174.6,94,6.3,3,2
AR,127,415,1,0,143.2,60,179.5,159,171.8,122,6.2,4,4
RI,33,415,0,0,184.4,111,203.8,110,237.4,100,9.3,5,3
NV,148,510,0,0,216.2,95,185.7,105,300.0,143,10.0,5,2
UT,81,415,0,0,129.9,121,230.1,105,140.5,123,13.3,3,0
NC,122,510,0,30,230.1,108,287.6,76,177.1,85,6.9,3,2
MI,52,415,0,0,204.4,97,273.2,128,179.6,118,11.0,5,1
WI,91,408,0,44,216.6,101,173.1,98,242.1,95,9.1,3,1
AR,54,415,0,0,247.5,85,225.4,93,244.3,132,10.2,2,2
NH,152,510,0,0,228.1,93,136.4,106,197.3,107,9.0,2,1
TX,201,415,0,0,225.9,110,299.1,86,251.3,81,11.2,4,1
ID,78,415,0,0,103.5,115,117.9,102,201.0,94,12.0,3,4
CT,67,415,0,0,115.5,70,252.2,143,208.9,91,7.5,6,0
NH,100,408,0,0,218.8,125,148.3,102,277.8,97,9.7,6,1
WY,41,510,0,0,223.8,67,244.8,74,223.8,156,12.3,5,3
OR,133,415,0,0,143.8,71,184.0,131,275.5,132,12.9,4,3
SC,36,408,0,43,29.9,123,129.1,117,325.9,105,8.6,6,2
MD,51,510,0,28,276.7,121,203.7,99,246.2,88,8.3,3,0
NY,122,415,0,0,141.4,128,146.4,70,123.0,75,8.1,4,0
UT,110,408,0,0,192.6,102,178.9,118,214.6,74,9.4,4,1
AL,91,408,1,0,151.8,115,103.6,116,156.3,86,12.2,4,1
DE,121,408,0,0,215.6,74,192.9,98,144.0,103,10.1,4,5
WV,109,415,0,0,180.0,100,229.0,103,139.4,105,7.8,8,3
NC,72,415,0,0,196.5,88,158.6,129,269.3,118,6.8,3,0
AZ,108,415,0,0,193.3,126,154.7,85,174.8,98,9.4,6,3
ND,148,415,1,0,218.7,111,155.6,133,277.4,62,8.2,5,1
WA,76,510,1,0,246.8,110,206.3,63,208.4,123,13.2,5,0
ID,103,415,0,0,174.7,151,148.0,56,168.2,109,15.8,3,6
CT,87,415,0,0,240.0,83,134.1,106,189.1,84,9.3,2,0
OK,35,510,0,37,181.2,76,177.6,98,228.0,136,5.0,3,2
ID,77,510,0,29,211.1,89,223.5,97,148.4,106,9.7,9,2
OR,124,510,0,0,169.3,108,178.6,91,242.3,82,12.2,3,1
SD,30,415,0,0,247.4,107,175.9,76,287.4,90,11.3,2,0
DE,53,415,0,32,131.2,63,227.4,125,178.9,105,12.8,2,2
CT,100,510,1,0,107.2,98,86.8,122,156.2,117,9.7,4,1
MN,59,408,0,32,211.9,120,202.9,136,213.5,95,8.8,5,1
WA,143,510,0,0,160.4,120,285.9,104,182.5,85,6.9,4,3
MS,111,408,0,0,294.7,90,294.6,72,260.1,121,10.8,3,1
WA,143,510,0,0,133.4,107,223.9,117,180.4,85,10.2,13,1
OH,68,415,1,24,125.7,92,275.9,98,214.5,108,14.2,6,3
TN,93,510,1,0,168.4,114,276.0,127,196.2,48,11.4,3,1
ID,103,415,0,0,70.9,134,134.5,112,168.8,164,12.0,6,2
WV,144,510,0,38,105.0,86,121.8,123,221.5,122,3.7,4,0
WI,93,415,0,0,152.1,141,215.5,107,262.4,111,12.0,7,1
OK,149,510,1,0,180.9,79,194.9,83,197.8,109,8.8,9,3
WV,23,510,0,31,156.6,84,161.5,96,294.6,107,9.4,6,1
SD,221,510,0,24,180.5,85,224.1,92,205.7,103,2.4,3,0
KS,164,510,0,30,238.8,100,230.0,121,206.3,66,13.2,8,1
NC,104,415,0,18,182.1,66,213.6,65,193.0,108,13.4,9,2
NY,150,415,0,35,139.6,72,332.8,170,213.8,105,8.8,2,2
WI,184,408,0,12,200.3,76,253.6,105,149.3,93,10.2,5,0
UT,61,415,1,29,128.2,119,171.7,83,250.9,114,11.7,6,3
IN,115,415,0,0,226.4,101,276.8,60,213.4,82,12.3,4,3
AR,33,408,0,0,251.9,81,194.6,96,211.2,87,8.4,3,2
ME,100,510,0,0,264.5,117,194.0,111,262.7,111,7.5,4,2
DE,75,510,0,28,200.6,96,164.1,111,169.6,153,2.5,5,1
AK,121,408,0,34,245.0,95,216.9,66,112.4,125,7.5,8,0
MI,142,415,1,0,140.8,140,228.6,119,152.9,88,10.9,7,1
WA,121,510,0,0,255.1,93,266.9,97,197.7,118,8.8,3,3
SD,87,415,0,33,125.0,99,235.3,81,215.3,95,10.2,7,2
SD,34,408,0,0,180.6,65,280.4,99,292.4,105,5.0,3,1
AK,177,415,1,0,248.7,118,172.3,73,191.9,87,11.3,2,1
MA,58,415,0,30,178.1,111,236.7,109,264.0,118,8.4,2,0
AR,113,415,1,0,122.2,112,131.7,94,169.5,106,10.3,9,5
OR,89,415,0,0,111.2,101,122.1,94,180.8,85,12.6,2,3
NC,77,408,1,44,103.2,117,236.3,86,203.5,101,11.9,2,0
OK,146,510,0,0,138.4,104,158.9,122,47.4,73,3.9,9,4
NJ,93,415,0,0,146.3,85,216.6,95,233.0,82,11.5,3,0
OH,160,415,0,0,206.3,66,241.1,109,227.8,102,11.7,6,0
NM,55,415,0,0,132.0,103,279.6,114,180.0,74,13.5,4,0
OH,88,408,0,0,274.6,105,161.1,121,194.4,123,9.2,4,2
MI,63,510,0,0,185.3,87,225.3,87,194.3,93,11.7,3,0
IL,57,415,0,30,179.2,105,283.2,83,228.1,77,14.7,5,1
RI,138,510,1,0,286.2,61,187.2,60,146.2,114,11.0,4,2
AR,115,408,0,0,268.0,115,153.6,106,232.3,65,17.0,1,3
NY,171,415,0,0,137.5,110,198.1,109,292.7,131,13.3,5,2
NC,127,510,0,0,134.9,79,221.5,114,113.8,118,15.0,2,1
OR,61,415,0,0,234.2,76,216.7,108,130.6,122,13.9,2,1
VT,131,415,0,0,175.1,73,171.9,116,131.1,94,7.3,6,1
SD,88,408,0,0,142.2,107,262.4,84,139.2,99,10.1,5,1
DC,130,510,0,0,132.4,81,200.3,110,202.5,103,6.0,1,2
RI,89,415,0,24,97.8,98,207.2,67,214.5,126,5.9,2,0
ID,82,415,0,0,266.9,83,229.7,74,251.7,99,11.0,6,3
MN,115,415,0,0,200.2,92,244.9,107,190.9,96,8.8,3,1
WV,117,510,1,0,198.4,121,249.5,104,162.8,115,10.5,5,1
NH,60,415,0,0,180.3,67,208.0,68,181.2,101,12.8,6,2
WI,62,415,0,0,86.3,84,238.7,99,238.4,79,12.5,1,2
IN,131,408,0,0,240.9,108,167.4,91,322.2,109,14.7,8,3
IN,65,408,0,0,207.7,109,217.5,117,125.6,111,8.0,5,1
OR,142,510,0,22,224.4,114,146.0,106,241.4,98,8.8,2,1
OK,134,415,0,0,164.9,115,126.5,96,238.5,125,10.0,9,2
